scenario,required_gpu,month_seq,month_id,year,month,workplace_revenue,contact_center_revenue,total_revenue,cogs,sga,depreciation_and_amortization,ebit,profit_tax,net_income,operating_cash_flow,investing_cash_flow,pre_financing_cash_flow,opening_cash_before_funding,closing_cash_before_funding,net_ppe,net_intangible_assets,total_assets_pre_funding,total_liabilities_pre_funding,total_equity_pre_funding,infrastructure_scenario,funding_scenario,equity_share,revolver_share,minimum_cash_balance,funding_need,equity_injection,revolver_drawdown,revolver_repayment,opening_revolver_balance,closing_revolver_balance,average_revolver_balance,monthly_revolver_interest_rate,interest_expense,ebt_after_interest,profit_tax_after_interest,net_income_after_interest,operating_cash_flow_after_interest,free_cash_flow_after_financing_costs,closing_cash_after_funding,cash,revolver_balance,paid_in_capital,retained_earnings,total_assets,total_liabilities,total_equity,balance_check
build_own_dc,235.968842,19,2028-04,2028,4,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-217222327.69,-205830678.25,3.62,0.0,-205830674.63,0.0,-205830674.63,build_own_dc,mix,0.5,0.5,79574601.65,0.0,0.0,0.0,8292248.09,161061735.3,152769487.22,156915611.26,0.01876927,2945190.71,12243676.51,3060919.13,9182757.38,9182757.4,9182756.4,76629410.94,76629410.94,152769487.22,182378190.62,-247837058.82,76629414.56,152769487.22,-65458868.2,-10681204.45
build_own_dc,235.968842,20,2028-05,2028,5,71625671.66,23137797.23,94763468.89,71072601.65,8502000.0,0.02,15188867.22,3797216.81,11391650.42,11391650.44,-1.0,11391649.44,-205830678.25,-194439028.81,4.6,0.0,-194439024.21,0.0,-194439024.21,build_own_dc,mix,0.5,0.5,79574601.65,0.0,0.0,0.0,8446458.73,152769487.22,144323028.49,148546257.85,0.01876927,2788104.1,12400763.12,3100190.78,9300572.34,9300572.36,9300571.36,76786497.55,76786497.55,144323028.49,182378190.62,-238536486.48,76786502.15,144323028.49,-56158295.86,-11378230.47
build_own_dc,235.968842,21,2028-06,2028,6,76041748.76,24564356.93,100606105.69,75454579.25,8502000.0,0.02,16649526.42,4162381.61,12487144.82,12487144.84,-1.0,12487143.84,-194439028.81,-181951884.98,5.58,0.0,-181951879.4,0.0,-181951879.4,build_own_dc,mix,0.5,0.5,83956579.25,0.0,0.0,0.0,5317062.14,144323028.49,139005966.34,141664497.41,0.01876927,2658938.51,13990587.91,3497646.98,10492940.93,10492940.95,10492939.95,81297640.74,81297640.74,139005966.34,182378190.62,-228043545.55,81297646.32,139005966.34,-45665354.93,-12042965.1
build_own_dc,235.968842,22,2028-07,2028,7,76236865.64,24627387.05,100864252.69,75648185.59,8502000.0,3.93,16714063.17,4178515.79,12535547.38,12535551.31,-235.97,12535315.34,-181951884.98,-169416569.63,155.51,0.0,-169416414.13,0.0,-169416414.13,build_own_dc,mix,0.5,0.5,84150185.59,0.0,0.0,0.0,9682770.49,139005966.34,129323195.85,134164581.1,0.01876927,2518170.59,14195892.58,3548973.14,10646919.43,10646923.36,10646687.39,81632015.0,81632015.0,129323195.85,182378190.62,-217396626.11,81632170.51,129323195.85,-35018435.49,-12672589.85
build_own_dc,235.968842,23,2028-08,2028,8,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-169416569.63,-156881026.33,241.97,0.0,-156880784.37,0.0,-156880784.37,build_own_dc,mix,0.5,0.5,84150173.2,0.0,0.0,0.0,10017385.1,129323195.85,119305810.76,124314503.3,0.01876927,2333291.87,14380765.86,3595191.46,10785574.39,10785574.39,10785574.39,81816881.33,81816881.33,119305810.76,182378190.62,-206611051.72,81817123.3,119305810.76,-24232861.1,-13255826.36
build_own_dc,235.968842,24,2028-09,2028,9,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-156881026.33,-144345483.03,241.97,0.0,-144345241.07,0.0,-144345241.07,build_own_dc,mix,0.5,0.5,84150173.2,0.0,0.0,0.0,10202251.43,119305810.76,109103559.33,114204685.04,0.01876927,2143538.01,14570519.72,3642629.93,10927889.79,10927889.79,10927889.79,82006635.19,82006635.19,109103559.33,182378190.62,-195683161.93,82006877.16,109103559.33,-13304971.31,-13791710.86
build_own_dc,235.968842,25,2028-10,2028,10,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-144345483.03,-131809939.73,241.97,0.0,-131809697.77,0.0,-131809697.77,build_own_dc,mix,0.5,0.5,84150173.2,0.0,0.0,0.0,10392005.29,109103559.33,98711554.04,103907556.68,0.01876927,1950268.48,14763789.25,3690947.31,11072841.94,11072841.94,11072841.94,82199904.72,82199904.72,98711554.04,182378190.62,-184610319.99,82200146.69,98711554.04,-2232129.37,-14279277.97
build_own_dc,235.968842,26,2028-11,2028,11,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-131809939.73,-119274396.43,241.97,0.0,-119274154.47,0.0,-119274154.47,build_own_dc,mix,0.5,0.5,84150173.2,0.0,0.0,0.0,10585274.82,98711554.04,88126279.22,93418916.63,0.01876927,1753404.41,14960653.32,3740163.33,11220489.99,11220489.99,11220489.99,82396768.79,82396768.79,88126279.22,182378190.62,-173389830.01,82397010.76,88126279.22,8988360.61,-14717629.08
build_own_dc,235.968842,27,2028-12,2028,12,76236849.2,24627381.74,100864230.93,75648173.2,8502000.0,0.0,16714057.73,4178514.43,12535543.3,12535543.3,-0.0,12535543.3,-119274396.43,-106738853.13,241.97,0.0,-106738611.17,0.0,-106738611.17,build_own_dc,mix,0.5,0.5,84150173.2,0.0,0.0,0.0,10782138.89,88126279.22,77344140.33,82735209.77,0.01876927,1552879.09,15161178.64,3790294.66,11370883.98,11370883.98,11370883.98,82597294.11,82597294.11,77344140.33,182378190.62,-162018946.02,82597536.08,77344140.33,20359244.6,-15105848.84
build_own_dc,474.029941,28,2029-01,2029,1,100063198.73,16908039.18,116971237.91,81879862.57,8502000.0,3.97,26589371.37,6647342.84,19942028.53,19942032.5,-238.06,19941794.44,-106738853.13,-86797058.69,368.87,0.0,-86796689.82,0.0,-86796689.82,build_own_dc,mix,0.5,0.5,90381862.57,0.0,0.0,0.0,12157225.98,77344140.33,65186914.35,71265527.34,0.01876927,1337601.58,25251769.79,6312942.45,18938827.35,18938831.32,18938593.26,89044260.99,89044260.99,65186914.35,182378190.62,-143080118.68,89044629.86,65186914.35,39298071.94,-15440356.43
build_own_dc,474.029941,29,2029-02,2029,2,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-86797058.69,-66855035.46,480.03,0.0,-66854555.43,0.0,-66854555.43,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,18604434.16,65186914.35,46582480.19,55884697.27,0.01876927,1048914.7,25540449.62,6385112.41,19155337.22,19155337.22,19155337.22,89332935.37,89332935.37,46582480.19,182378190.62,-123924781.46,89333415.4,46582480.19,58453409.16,-15702473.94
build_own_dc,474.029941,30,2029-03,2029,3,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-66855035.46,-46913012.22,480.03,0.0,-46912532.19,0.0,-46912532.19,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,18893108.54,46582480.19,27689371.64,37135925.91,0.01876927,697014.04,25892350.28,6473087.57,19419262.71,19419262.71,19419262.71,89684836.03,89684836.03,27689371.64,182378190.62,-104505518.75,89685316.06,27689371.64,77872671.87,-15876727.45
build_own_dc,474.029941,31,2029-04,2029,4,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-46913012.22,-26970988.98,480.03,0.0,-26970508.95,0.0,-26970508.95,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,19245009.2,27689371.64,8444362.44,18066867.04,0.01876927,339101.82,26250262.5,6562565.63,19687696.88,19687696.88,19687696.88,90042748.25,90042748.25,8444362.44,182378190.62,-84817821.88,90043228.28,8444362.44,97560368.74,-15961502.91
build_own_dc,474.029941,32,2029-05,2029,5,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-26970988.98,-7028965.75,480.03,0.0,-7028485.72,0.0,-7028485.72,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,8444362.44,8444362.44,0.0,4222181.22,0.01876927,79247.24,26510117.08,6627529.27,19882587.81,19882587.81,19882587.81,101461161.81,101461161.81,0.0,182378190.62,-64935234.06,101461641.84,0.0,117442956.56,-15981314.71
build_own_dc,474.029941,33,2029-06,2029,6,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,-7028965.75,12913057.49,480.03,0.0,12913537.52,0.0,12913537.52,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,121403185.05,121403185.05,0.0,182378190.62,-44993210.82,121403665.08,0.0,137384979.8,-15981314.71
build_own_dc,474.029941,34,2029-07,2029,7,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,12913057.49,32855080.73,480.03,0.0,32855560.76,0.0,32855560.76,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,141345208.29,141345208.29,0.0,182378190.62,-25051187.58,141345688.32,0.0,157327003.04,-15981314.71
build_own_dc,474.029941,35,2029-08,2029,8,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,32855080.73,52797103.96,480.03,0.0,52797583.99,0.0,52797583.99,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,161287231.53,161287231.53,0.0,182378190.62,-5109164.34,161287711.56,0.0,177269026.28,-15981314.71
build_own_dc,474.029941,36,2029-09,2029,9,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,52797103.96,72739127.2,480.03,0.0,72739607.23,0.0,72739607.23,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,181229254.77,181229254.77,0.0,182378190.62,14832858.9,181229734.8,0.0,197211049.52,-15981314.71
build_own_dc,474.029941,37,2029-10,2029,10,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,72739127.2,92681150.44,480.03,0.0,92681630.47,0.0,92681630.47,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,201171278.01,201171278.01,0.0,182378190.62,34774882.14,201171758.04,0.0,217153072.76,-15981314.71
build_own_dc,474.029941,38,2029-11,2029,11,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,92681150.44,112623173.67,480.03,0.0,112623653.7,0.0,112623653.7,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,221113301.25,221113301.25,0.0,182378190.62,54716905.38,221113781.28,0.0,237095096.0,-15981314.71
build_own_dc,474.029941,39,2029-12,2029,12,100063178.6,16908035.78,116971214.39,81879850.07,8502000.0,0.0,26589364.32,6647341.08,19942023.24,19942023.24,-0.0,19942023.24,112623173.67,132565196.91,480.03,0.0,132565676.94,0.0,132565676.94,build_own_dc,mix,0.5,0.5,90381850.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,26589364.32,6647341.08,19942023.24,19942023.24,19942023.24,241055324.49,241055324.49,0.0,182378190.62,74658928.62,241055804.52,0.0,257037119.24,-15981314.71
build_own_dc,533.950803,40,2030-01,2030,1,116091650.21,17475228.76,133566878.97,86818470.33,8502000.0,1.0,38246407.64,9561601.91,28684805.73,28684806.73,-59.92,28684746.81,132565196.91,161249943.72,499.95,0.0,161250443.67,0.0,161250443.67,build_own_dc,mix,0.5,0.5,95320470.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246407.64,9561601.91,28684805.73,28684806.73,28684746.81,269740071.3,269740071.3,0.0,182378190.62,103343734.35,269740571.25,0.0,285721924.97,-15981353.71
build_own_dc,533.950803,41,2030-02,2030,2,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,161249943.72,189934747.78,539.95,0.0,189935287.73,0.0,189935287.73,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,298424875.36,298424875.36,0.0,182378190.62,132028538.4,298425415.31,0.0,314406729.02,-15981313.71
build_own_dc,533.950803,42,2030-03,2030,3,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,189934747.78,218619551.83,539.95,0.0,218620091.78,0.0,218620091.78,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,327109679.42,327109679.42,0.0,182378190.62,160713342.46,327110219.37,0.0,343091533.08,-15981313.71
build_own_dc,533.950803,43,2030-04,2030,4,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,218619551.83,247304355.89,539.95,0.0,247304895.84,0.0,247304895.84,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,355794483.48,355794483.48,0.0,182378190.62,189398146.52,355795023.43,0.0,371776337.14,-15981313.71
build_own_dc,533.950803,44,2030-05,2030,5,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,247304355.89,275989159.95,539.95,0.0,275989699.9,0.0,275989699.9,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,384479287.54,384479287.54,0.0,182378190.62,218082950.58,384479827.49,0.0,400461141.2,-15981313.7
build_own_dc,533.950803,45,2030-06,2030,6,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,275989159.95,304673964.01,539.95,0.0,304674503.96,0.0,304674503.96,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,413164091.6,413164091.6,0.0,182378190.62,246767754.63,413164631.55,0.0,429145945.25,-15981313.7
build_own_dc,533.950803,46,2030-07,2030,7,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,304673964.01,333358768.06,539.95,0.0,333359308.01,0.0,333359308.01,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,441848895.66,441848895.66,0.0,182378190.62,275452558.69,441849435.61,0.0,457830749.31,-15981313.7
build_own_dc,533.950803,47,2030-08,2030,8,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,333358768.06,362043572.12,539.95,0.0,362044112.07,0.0,362044112.07,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,470533699.72,470533699.72,0.0,182378190.62,304137362.75,470534239.67,0.0,486515553.37,-15981313.7
build_own_dc,533.950803,48,2030-09,2030,9,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,362043572.12,390728376.18,539.95,0.0,390728916.13,0.0,390728916.13,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,499218503.78,499218503.78,0.0,182378190.62,332822166.81,499219043.73,0.0,515200357.43,-15981313.69
build_own_dc,533.950803,49,2030-10,2030,10,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,390728376.18,419413180.24,539.95,0.0,419413720.19,0.0,419413720.19,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,527903307.84,527903307.84,0.0,182378190.62,361506970.86,527903847.79,0.0,543885161.48,-15981313.69
build_own_dc,533.950803,50,2030-11,2030,11,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,419413180.24,448097984.29,539.95,0.0,448098524.24,0.0,448098524.24,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,556588111.9,556588111.9,0.0,182378190.62,390191774.92,556588651.85,0.0,572569965.54,-15981313.69
build_own_dc,533.950803,51,2030-12,2030,12,116091644.67,17475227.93,133566872.6,86818467.19,8502000.0,0.0,38246405.41,9561601.35,28684804.06,28684804.06,-0.0,28684804.06,448097984.29,476782788.35,539.95,0.0,476783328.3,0.0,476783328.3,build_own_dc,mix,0.5,0.5,95320467.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,38246405.41,9561601.35,28684804.06,28684804.06,28684804.06,585272915.96,585272915.96,0.0,182378190.62,418876578.98,585273455.91,0.0,601254769.6,-15981313.69
rent_gpu_only,23.998097,1,2026-10,2026,10,0.0,0.0,0.0,31948800.0,8502000.0,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-0.0,-40450800.0,0.0,-40450800.0,0.0,0.0,-40450800.0,0.0,-40450800.0,rent_gpu_only,equity_only,1.0,0.0,40450800.0,80901600.0,80901600.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-40450800.0,40450800.0,40450800.0,0.0,80901600.0,-40450800.0,40450800.0,0.0,40450800.0,0.0
rent_gpu_only,23.998097,2,2026-11,2026,11,0.0,0.0,0.0,31948800.0,8502000.0,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-0.0,-40450800.0,-40450800.0,-80901600.0,0.0,0.0,-80901600.0,0.0,-80901600.0,rent_gpu_only,equity_only,1.0,0.0,40450800.0,40450800.0,40450800.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-40450800.0,40450800.0,40450800.0,0.0,121352400.0,-80901600.0,40450800.0,0.0,40450800.0,0.0
rent_gpu_only,23.998097,3,2026-12,2026,12,0.0,0.0,0.0,31948800.0,8502000.0,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-0.0,-40450800.0,-80901600.0,-121352400.0,0.0,0.0,-121352400.0,0.0,-121352400.0,rent_gpu_only,equity_only,1.0,0.0,40450800.0,40450800.0,40450800.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-40450800.0,0.0,-40450800.0,-40450800.0,-40450800.0,40450800.0,40450800.0,0.0,161803200.0,-121352400.0,40450800.0,0.0,40450800.0,0.0
rent_gpu_only,91.300283,4,2027-01,2027,1,0.0,0.0,0.0,41635776.0,8502000.0,0.0,-50137776.0,0.0,-50137776.0,-50137776.0,-0.0,-50137776.0,-121352400.0,-171490176.0,0.0,0.0,-171490176.0,0.0,-171490176.0,rent_gpu_only,equity_only,1.0,0.0,50137776.0,59824752.0,59824752.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-50137776.0,0.0,-50137776.0,-50137776.0,-50137776.0,50137776.0,50137776.0,0.0,221627952.0,-171490176.0,50137776.0,0.0,50137776.0,0.0
rent_gpu_only,91.300283,5,2027-02,2027,2,0.0,0.0,0.0,50459136.0,8502000.0,0.0,-58961136.0,0.0,-58961136.0,-58961136.0,-0.0,-58961136.0,-171490176.0,-230451312.0,0.0,0.0,-230451312.0,0.0,-230451312.0,rent_gpu_only,equity_only,1.0,0.0,58961136.0,67784496.0,67784496.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-58961136.0,0.0,-58961136.0,-58961136.0,-58961136.0,58961136.0,58961136.0,0.0,289412448.0,-230451312.0,58961136.0,0.0,58961136.0,0.0
rent_gpu_only,91.300283,6,2027-03,2027,3,0.0,0.0,0.0,50459136.0,8502000.0,0.0,-58961136.0,0.0,-58961136.0,-58961136.0,-0.0,-58961136.0,-230451312.0,-289412448.0,0.0,0.0,-289412448.0,0.0,-289412448.0,rent_gpu_only,equity_only,1.0,0.0,58961136.0,58961136.0,58961136.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,-58961136.0,0.0,-58961136.0,-58961136.0,-58961136.0,58961136.0,58961136.0,0.0,348373584.0,-289412448.0,58961136.0,0.0,58961136.0,0.0
rent_gpu_only,91.300283,7,2027-04,2027,4,44962503.71,20950616.29,65913120.0,52730496.0,8502000.0,0.0,4680624.0,1170156.0,3510468.0,3510468.0,-0.0,3510468.0,-289412448.0,-285901980.0,0.0,0.0,-285901980.0,0.0,-285901980.0,rent_gpu_only,equity_only,1.0,0.0,61232496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,4680624.0,1170156.0,3510468.0,3510468.0,3510468.0,62471604.0,62471604.0,0.0,348373584.0,-285901980.0,62471604.0,0.0,62471604.0,0.0
rent_gpu_only,91.300283,8,2027-05,2027,5,44962503.71,20950616.29,65913120.0,52730496.0,8502000.0,0.0,4680624.0,1170156.0,3510468.0,3510468.0,-0.0,3510468.0,-285901980.0,-282391512.0,0.0,0.0,-282391512.0,0.0,-282391512.0,rent_gpu_only,equity_only,1.0,0.0,61232496.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,4680624.0,1170156.0,3510468.0,3510468.0,3510468.0,65982072.0,65982072.0,0.0,348373584.0,-282391512.0,65982072.0,0.0,65982072.0,0.0
rent_gpu_only,91.300283,9,2027-06,2027,6,45856390.47,21367129.53,67223520.0,53778816.0,8502000.0,0.0,4942704.0,1235676.0,3707028.0,3707028.0,-0.0,3707028.0,-282391512.0,-278684484.0,0.0,0.0,-278684484.0,0.0,-278684484.0,rent_gpu_only,equity_only,1.0,0.0,62280816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,4942704.0,1235676.0,3707028.0,3707028.0,3707028.0,69689100.0,69689100.0,0.0,348373584.0,-278684484.0,69689100.0,0.0,69689100.0,0.0
rent_gpu_only,91.300283,10,2027-07,2027,7,48389069.6,22547250.4,70936320.0,56749056.0,8502000.0,0.0,5685264.0,1421316.0,4263948.0,4263948.0,-0.0,4263948.0,-278684484.0,-274420536.0,0.0,0.0,-274420536.0,0.0,-274420536.0,rent_gpu_only,equity_only,1.0,0.0,65251056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,5685264.0,1421316.0,4263948.0,4263948.0,4263948.0,73953048.0,73953048.0,0.0,348373584.0,-274420536.0,73953048.0,0.0,73953048.0,0.0
rent_gpu_only,91.300283,11,2027-08,2027,8,48389069.6,22547250.4,70936320.0,56749056.0,8502000.0,0.0,5685264.0,1421316.0,4263948.0,4263948.0,-0.0,4263948.0,-274420536.0,-270156588.0,0.0,0.0,-270156588.0,0.0,-270156588.0,rent_gpu_only,equity_only,1.0,0.0,65251056.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,5685264.0,1421316.0,4263948.0,4263948.0,4263948.0,78216996.0,78216996.0,0.0,348373584.0,-270156588.0,78216996.0,0.0,78216996.0,0.0
rent_gpu_only,91.300283,12,2027-09,2027,9,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-270156588.0,-265466760.0,0.0,0.0,-265466760.0,0.0,-265466760.0,rent_gpu_only,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,82906824.0,82906824.0,0.0,348373584.0,-265466760.0,82906824.0,0.0,82906824.0,0.0
rent_gpu_only,91.300283,13,2027-10,2027,10,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-265466760.0,-260776932.0,0.0,0.0,-260776932.0,0.0,-260776932.0,rent_gpu_only,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,87596652.0,87596652.0,0.0,348373584.0,-260776932.0,87596652.0,0.0,87596652.0,0.0
rent_gpu_only,91.300283,14,2027-11,2027,11,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-260776932.0,-256087104.0,0.0,0.0,-256087104.0,0.0,-256087104.0,rent_gpu_only,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,92286480.0,92286480.0,0.0,348373584.0,-256087104.0,92286480.0,0.0,92286480.0,0.0
rent_gpu_only,91.300283,15,2027-12,2027,12,50325824.23,23449695.77,73775520.0,59020416.0,8502000.0,0.0,6253104.0,1563276.0,4689828.0,4689828.0,-0.0,4689828.0,-256087104.0,-251397276.0,0.0,0.0,-251397276.0,0.0,-251397276.0,rent_gpu_only,equity_only,1.0,0.0,67522416.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01876927,0.0,6253104.0,1563276.0,4689828.0,4689828.0,4689828.0,96976308.0,96976308.0,0.0,348373584.0,-251397276.0,96976308.0,0.0,96976308.0,0.0
