infrastructure_scenario,funding_scenario,month_seq,month_id,assets,liabilities,equity,assets_minus_liabilities_minus_equity
rent_gpu_only,equity_only,34,2029-07,380063701.07,0.0,380063701.09,-0.02
rent_gpu_only,equity_only,35,2029-08,399880719.28,0.0,399880719.3,-0.02
rent_gpu_only,equity_only,36,2029-09,419697737.49,0.0,419697737.51,-0.02
rent_gpu_only,equity_only,37,2029-10,439514755.7,0.0,439514755.73,-0.03
rent_gpu_only,equity_only,38,2029-11,459331773.91,0.0,459331773.94,-0.03
rent_gpu_only,equity_only,39,2029-12,479148792.12,0.0,479148792.15,-0.03
rent_gpu_only,equity_only,40,2030-01,507656685.34,0.0,507656685.38,-0.04
rent_gpu_only,equity_only,41,2030-02,536164578.56,0.0,536164578.6,-0.04
rent_gpu_only,equity_only,42,2030-03,564672471.78,0.0,564672471.83,-0.05
rent_gpu_only,equity_only,43,2030-04,593180365.0,0.0,593180365.05,-0.05
rent_gpu_only,equity_only,44,2030-05,621688258.22,0.0,621688258.28,-0.06
rent_gpu_only,equity_only,45,2030-06,650196151.44,0.0,650196151.5,-0.06
rent_gpu_only,equity_only,46,2030-07,678704044.66,0.0,678704044.73,-0.07
rent_gpu_only,equity_only,47,2030-08,707211937.88,0.0,707211937.95,-0.07
rent_gpu_only,equity_only,48,2030-09,735719831.1,0.0,735719831.18,-0.08
rent_gpu_only,equity_only,49,2030-10,764227724.32,0.0,764227724.4,-0.08
rent_gpu_only,equity_only,50,2030-11,792735617.54,0.0,792735617.63,-0.09
rent_gpu_only,equity_only,51,2030-12,821243510.76,0.0,821243510.85,-0.09
rent_gpu_only,mix,1,2026-10,40071184.11,40450800.0,-379615.89,-0.0
rent_gpu_only,mix,2,2026-11,39499978.99,60866007.95,-21366028.96,0.0
rent_gpu_only,mix,3,2026-12,39114120.26,81566818.45,-42452698.2,0.01
rent_gpu_only,mix,4,2027-01,48319837.98,112147534.32,-63827696.35,0.01
rent_gpu_only,mix,5,2027-02,56529612.56,146948751.34,-90419138.78,0.0
rent_gpu_only,mix,6,2027-03,55914942.15,177645081.06,-121730138.9,-0.01
rent_gpu_only,mix,7,2027-04,57889748.96,178548623.98,-119823188.26,-835686.76
rent_gpu_only,mix,8,2027-05,57882843.54,178380903.02,-118824959.61,-1673099.87
rent_gpu_only,mix,9,2027-06,58929495.41,178726375.25,-117285949.82,-2510930.02
rent_gpu_only,mix,10,2027-07,61886838.31,179755181.55,-114516358.79,-3351984.45
rent_gpu_only,mix,11,2027-08,61885626.98,178855451.24,-112776482.56,-4193341.7
rent_gpu_only,mix,12,2027-09,64160987.18,179328931.75,-110134245.67,-5033698.9
rent_gpu_only,mix,13,2027-10,64169010.27,178000532.57,-107959471.96,-5872050.34
rent_gpu_only,mix,14,2027-11,64194018.64,176664110.3,-105765941.98,-6704149.68
rent_gpu_only,mix,15,2027-12,64219337.0,175302679.65,-103553423.22,-7529919.43
rent_gpu_only,mix,16,2028-01,76265700.6,177284486.75,-92661641.48,-8357144.67
rent_gpu_only,mix,17,2028-02,76322955.7,169201737.36,-83708725.5,-9170056.16
rent_gpu_only,mix,18,2028-03,76475200.28,161061732.86,-74641626.09,-9944906.49
rent_gpu_only,mix,19,2028-04,76629410.95,152769483.77,-65458868.68,-10681204.14
rent_gpu_only,mix,20,2028-05,76786497.58,144323024.03,-56158296.3,-11378230.15
rent_gpu_only,mix,21,2028-06,81297640.78,139005960.85,-45665355.31,-12042964.76
rent_gpu_only,mix,22,2028-07,81439773.57,129177754.47,-35065814.73,-12672166.17
rent_gpu_only,mix,23,2028-08,81625575.65,119207415.29,-24326922.59,-13254917.05
rent_gpu_only,mix,24,2028-09,81814455.27,109051274.04,-13446370.74,-13790448.03
rent_gpu_only,mix,25,2028-10,82006851.15,98706253.17,-2421521.98,-14277880.04
rent_gpu_only,mix,26,2028-11,82202825.15,88168836.43,8750307.28,-14716318.56
rent_gpu_only,mix,27,2028-12,82402443.86,77435445.68,20071850.58,-15104852.4
rent_gpu_only,mix,28,2029-01,88654280.5,65208929.15,38884870.01,-15439518.66
rent_gpu_only,mix,29,2029-02,88942434.42,46730575.98,57914004.88,-15702146.44
rent_gpu_only,mix,30,2029-03,89291963.74,27964068.89,77205286.74,-15877391.89
rent_gpu_only,mix,31,2029-04,89647477.49,8848032.48,96763203.92,-15963758.91
rent_gpu_only,mix,32,2029-05,100533427.69,0.0,116517945.48,-15984517.79
rent_gpu_only,mix,33,2029-06,120350445.9,0.0,136334963.69,-15984517.79
rent_gpu_only,mix,34,2029-07,140167464.11,0.0,156151981.91,-15984517.8
rent_gpu_only,mix,35,2029-08,159984482.32,0.0,175969000.12,-15984517.8
rent_gpu_only,mix,36,2029-09,179801500.53,0.0,195786018.33,-15984517.8
rent_gpu_only,mix,37,2029-10,199618518.74,0.0,215603036.54,-15984517.8
rent_gpu_only,mix,38,2029-11,219435536.95,0.0,235420054.76,-15984517.81
rent_gpu_only,mix,39,2029-12,239252555.16,0.0,255237072.97,-15984517.81
rent_gpu_only,mix,40,2030-01,267760448.38,0.0,283744966.19,-15984517.81
rent_gpu_only,mix,41,2030-02,296268341.6,0.0,312252859.42,-15984517.82
rent_gpu_only,mix,42,2030-03,324776234.82,0.0,340760752.64,-15984517.82
rent_gpu_only,mix,43,2030-04,353284128.04,0.0,369268645.87,-15984517.83
rent_gpu_only,mix,44,2030-05,381792021.26,0.0,397776539.09,-15984517.83
rent_gpu_only,mix,45,2030-06,410299914.48,0.0,426284432.32,-15984517.84
rent_gpu_only,mix,46,2030-07,438807807.7,0.0,454792325.54,-15984517.84
rent_gpu_only,mix,47,2030-08,467315700.92,0.0,483300218.77,-15984517.85
rent_gpu_only,mix,48,2030-09,495823594.14,0.0,511808111.99,-15984517.85
rent_gpu_only,mix,49,2030-10,524331487.36,0.0,540316005.22,-15984517.86
rent_gpu_only,mix,50,2030-11,552839380.58,0.0,568823898.44,-15984517.86
rent_gpu_only,mix,51,2030-12,581347273.8,0.0,597331791.67,-15984517.87
rent_gpu_only,revolver_only,1,2026-10,39691568.21,80901600.0,-41210031.79,0.0
rent_gpu_only,revolver_only,2,2026-11,38545595.41,122111631.79,-83566036.37,-0.01
rent_gpu_only,revolver_only,3,2026-12,37761358.87,164467636.37,-126706277.51,0.01
rent_gpu_only,revolver_only,4,2027-01,46464166.6,226981829.51,-180517662.91,0.0
rent_gpu_only,revolver_only,5,2027-02,54030245.8,298439934.91,-244409689.11,0.0
rent_gpu_only,revolver_only,6,2027-03,52760034.55,362331961.11,-309571926.56,0.0
rent_gpu_only,revolver_only,7,2027-04,54385224.87,367293954.56,-311738573.68,-1170156.01
rent_gpu_only,revolver_only,8,2027-05,54307343.72,370630757.68,-313983101.97,-2340311.99
rent_gpu_only,revolver_only,9,2027-06,55284310.03,374897201.97,-316036903.93,-3575988.01
rent_gpu_only,revolver_only,10,2027-07,58160992.36,380599999.93,-317441703.57,-4997304.0
rent_gpu_only,revolver_only,11,2027-08,58080951.64,383426115.57,-318926543.93,-6418620.0
rent_gpu_only,revolver_only,12,2027-09,60281197.22,388177751.93,-319914658.71,-7981896.0
rent_gpu_only,revolver_only,13,2027-10,60212660.99,390729142.71,-320971309.72,-9545172.0
rent_gpu_only,revolver_only,14,2027-11,60164130.08,393349069.72,-322076491.64,-11108448.0
rent_gpu_only,revolver_only,15,2027-12,60114500.53,396017527.64,-323231303.11,-12671724.0
rent_gpu_only,revolver_only,16,2028-01,72065924.19,404085978.31,-317471160.77,-14548893.35
rent_gpu_only,revolver_only,17,2028-02,72026645.02,400203005.32,-311740477.81,-16435882.49
rent_gpu_only,revolver_only,18,2028-03,72099156.94,396359311.51,-305955410.9,-18304743.67
rent_gpu_only,revolver_only,19,2028-04,72171980.75,392443105.76,-300115726.14,-20155398.87
rent_gpu_only,revolver_only,20,2028-05,72246168.48,388454076.21,-294220400.58,-21987507.15
rent_gpu_only,revolver_only,21,2028-06,76672871.02,387677342.13,-287196036.91,-23808434.2
rent_gpu_only,revolver_only,22,2028-07,76728992.72,382473905.51,-280129581.97,-25615330.82
rent_gpu_only,revolver_only,23,2028-08,76827184.09,377214347.19,-272989483.5,-27397679.6
rent_gpu_only,revolver_only,24,2028-09,76926823.62,371856597.5,-265774655.39,-29155118.49
rent_gpu_only,revolver_only,25,2028-10,77028319.73,366399208.28,-258483705.19,-30887183.36
rent_gpu_only,revolver_only,26,2028-11,77131703.42,360840322.95,-251115217.23,-32593402.3
rent_gpu_only,revolver_only,27,2028-12,77237009.83,355178053.94,-243667749.46,-34273294.65
rent_gpu_only,revolver_only,28,2029-01,83392780.15,348116971.44,-228800855.29,-35923336.0
rent_gpu_only,revolver_only,29,2029-02,83583081.12,334900118.63,-213791235.4,-37525802.11
rent_gpu_only,revolver_only,30,2029-03,83832937.64,321492964.84,-198594223.11,-39065804.09
rent_gpu_only,revolver_only,31,2029-04,84086924.87,307835954.53,-183206720.4,-40542309.26
rent_gpu_only,revolver_only,32,2029-05,84345640.5,293924956.99,-167625180.97,-41954135.52
rent_gpu_only,revolver_only,33,2029-06,84609167.65,279755243.82,-151845996.18,-43300079.99
rent_gpu_only,revolver_only,34,2029-07,84877595.86,265322003.51,-135865490.23,-44578917.42
rent_gpu_only,revolver_only,35,2029-08,85151016.27,250620334.98,-119679918.97,-45789399.74
rent_gpu_only,revolver_only,36,2029-09,85429521.74,235645246.04,-103285468.61,-46930255.69
rent_gpu_only,revolver_only,37,2029-10,85713206.82,220391651.63,-86678254.44,-48000190.37
rent_gpu_only,revolver_only,38,2029-11,86002167.86,204854372.14,-69854319.49,-48997884.79
rent_gpu_only,revolver_only,39,2029-12,86296502.97,189028131.61,-52809633.2,-49921995.44
rent_gpu_only,revolver_only,40,2030-01,91521443.75,169106137.69,-26822458.87,-50762235.07
rent_gpu_only,revolver_only,41,2030-02,91944399.08,143959203.0,-518068.04,-51496735.88
rent_gpu_only,revolver_only,42,2030-03,92420357.84,118389312.97,26143291.87,-52112247.0
rent_gpu_only,revolver_only,43,2030-04,92904752.59,92343464.17,53167947.83,-52606659.41
rent_gpu_only,revolver_only,44,2030-05,93398159.9,65813220.64,80562659.28,-52977720.02
rent_gpu_only,revolver_only,45,2030-06,93900743.52,38789569.79,108334308.44,-53223134.71
rent_gpu_only,revolver_only,46,2030-07,94412674.15,11263335.32,136489905.57,-53340566.74
rent_gpu_only,revolver_only,47,2030-08,111551529.78,0.0,164918522.1,-53366992.32
rent_gpu_only,revolver_only,48,2030-09,140059423.0,0.0,193426415.32,-53366992.32
rent_gpu_only,revolver_only,49,2030-10,168567316.22,0.0,221934308.55,-53366992.33
rent_gpu_only,revolver_only,50,2030-11,197075209.44,0.0,250442201.77,-53366992.33
rent_gpu_only,revolver_only,51,2030-12,225583102.66,0.0,278950095.0,-53366992.34
